world,generation,population,genetic_diversity,avg_energy
spiritual_communal,0,10,0.210844,52.8
spiritual_communal,1,10,0.15704,53.9
spiritual_communal,2,10,0.139763,53.2
spiritual_communal,3,10,0.07033,33.8
spiritual_communal,4,10,0.07033,26.6
spiritual_communal,5,10,0.075186,28.0
