world,generation,population,genetic_diversity,avg_energy
spiritual_communal,151,200,0.109426,0.0
spiritual_communal,152,200,0.115085,0.0
spiritual_communal,153,200,0.109303,0.0
spiritual_communal,154,200,0.11251,0.0
spiritual_communal,155,200,0.11476,0.0
spiritual_communal,156,200,0.112534,0.0
spiritual_communal,157,200,0.111196,0.0
spiritual_communal,158,200,0.110793,0.0
spiritual_communal,159,200,0.107871,0.0
spiritual_communal,160,200,0.106713,0.0
spiritual_communal,161,200,0.102128,0.0
spiritual_communal,162,200,0.097732,0.0
spiritual_communal,163,200,0.094836,0.0
spiritual_communal,164,200,0.094421,0.0
spiritual_communal,165,200,0.091045,0.0
spiritual_communal,166,200,0.09358,0.0
spiritual_communal,167,200,0.092167,0.0
spiritual_communal,168,200,0.09012,0.0
spiritual_communal,169,200,0.080754,0.0
spiritual_communal,170,200,0.08244,0.0
spiritual_communal,171,200,0.073575,0.0
spiritual_communal,172,200,0.072411,0.0
spiritual_communal,173,200,0.073588,0.0
spiritual_communal,174,200,0.076898,0.0
spiritual_communal,175,200,0.084121,0.0
spiritual_communal,176,200,0.074779,0.0
spiritual_communal,177,200,0.080821,0.0
spiritual_communal,178,200,0.081403,0.0
spiritual_communal,179,200,0.090263,0.0
spiritual_communal,180,200,0.090996,0.0
spiritual_communal,181,200,0.092578,0.0
spiritual_communal,182,200,0.08941,0.0
spiritual_communal,183,200,0.089153,0.0
spiritual_communal,184,200,0.088577,0.0
spiritual_communal,185,200,0.085879,0.0
spiritual_communal,186,200,0.09353,0.0
spiritual_communal,187,200,0.0951,0.0
spiritual_communal,188,200,0.098915,0.0
spiritual_communal,189,200,0.09112,0.0
spiritual_communal,190,200,0.088908,0.0
spiritual_communal,191,200,0.092018,0.0
spiritual_communal,192,200,0.094095,0.0
spiritual_communal,193,200,0.097065,0.0
spiritual_communal,194,200,0.090681,0.0
spiritual_communal,195,200,0.086781,0.0
spiritual_communal,196,200,0.082836,0.0
spiritual_communal,197,200,0.096354,0.0
spiritual_communal,198,200,0.099423,0.0
spiritual_communal,199,200,0.091649,0.0
spiritual_communal,200,200,0.090697,0.0
